JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Debit	Credit	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
BQ	Banque	100	20251015	512000	Banque			URS10	20251015	Charges sociales URSSAF		2600,00			20251015		
BQ	Banque	101	20251020	164000	Emprunts etablissements credit			EMP10	20251020	Echeance emprunt	800,00				20251020		
BQ	Banque	101	20251020	661100	Interets des emprunts			EMP10	20251020	Echeance emprunt	72,00				20251020		
BQ	Banque	101	20251020	512000	Banque			EMP10	20251020	Echeance emprunt		872,00			20251020		
VE	Ventes	102	20251105	411000	Clients	C588	Mairie de Vaux	FV111	20251105	Facture Mairie de Vaux	16560,00				20251105		
VE	Ventes	102	20251105	701000	Ventes de produits finis			FV111	20251105	Facture Mairie de Vaux		13800,00			20251105		
VE	Ventes	102	20251105	445710	TVA collectee			FV111	20251105	Facture Mairie de Vaux		2760,00			20251105		
VE	Ventes	103	20251117	411000	Clients	C525	Residence Les Tilleuls	FV112	20251117	Facture Residence Les Tilleuls	11040,00				20251117		
VE	Ventes	103	20251117	701000	Ventes de produits finis			FV112	20251117	Facture Residence Les Tilleuls		9200,00			20251117		
VE	Ventes	103	20251117	445710	TVA collectee			FV112	20251117	Facture Residence Les Tilleuls		1840,00			20251117		
HA	Achats	104	20251103	601000	Achats matieres premieres			FA11	20251103	Achat matieres Scierie du Val	9660,00				20251103		
HA	Achats	104	20251103	445660	TVA deductible			FA11	20251103	Achat matieres Scierie du Val	1932,00				20251103		
HA	Achats	104	20251103	401000	Fournisseurs	F556	Scierie du Val	FA11	20251103	Achat matieres Scierie du Val		11592,00			20251103		
BQ	Banque	105	20251105	613200	Locations immobilieres			LOY11	20251105	Loyer atelier	1200,00				20251105		
BQ	Banque	105	20251105	512000	Banque			LOY11	20251105	Loyer atelier		1200,00			20251105		
BQ	Banque	106	20251108	606100	Fournitures non stockables			EDF11	20251108	Electricite et telecom	380,00				20251108		
BQ	Banque	106	20251108	626000	Frais postaux et telecom			EDF11	20251108	Electricite et telecom	90,00				20251108		
BQ	Banque	106	20251108	512000	Banque			EDF11	20251108	Electricite et telecom		470,00			20251108		
BQ	Banque	107	20251110	616000	Primes assurances			ASS11	20251110	Assurance pro	260,00				20251110		
BQ	Banque	107	20251110	512000	Banque			ASS11	20251110	Assurance pro		260,00			20251110		
OD	Operations diverses	108	20251128	641100	Remunerations du personnel			SAL11	20251128	Salaires du mois	5200,00				20251128		
OD	Operations diverses	108	20251128	421000	Personnel remunerations dues			SAL11	20251128	Salaires du mois		5200,00			20251128		
BQ	Banque	109	20251128	421000	Personnel remunerations dues			SALV11	20251128	Virement salaires	5200,00				20251128		
BQ	Banque	109	20251128	512000	Banque			SALV11	20251128	Virement salaires		5200,00			20251128		
BQ	Banque	110	20251115	645000	Charges de securite sociale			URS11	20251115	Charges sociales URSSAF	2600,00				20251115		
BQ	Banque	110	20251115	512000	Banque			URS11	20251115	Charges sociales URSSAF		2600,00			20251115		
BQ	Banque	111	20251120	164000	Emprunts etablissements credit			EMP11	20251120	Echeance emprunt	800,00				20251120		
BQ	Banque	111	20251120	661100	Interets des emprunts			EMP11	20251120	Echeance emprunt	71,20				20251120		
BQ	Banque	111	20251120	512000	Banque			EMP11	20251120	Echeance emprunt		871,20			20251120		
VE	Ventes	112	20251205	411000	Clients	C965	Cabinet Martin	FV121	20251205	Facture Cabinet Martin	12240,00				20251205		
VE	Ventes	112	20251205	701000	Ventes de produits finis			FV121	20251205	Facture Cabinet Martin		10200,00			20251205		
VE	Ventes	112	20251205	445710	TVA collectee			FV121	20251205	Facture Cabinet Martin		2040,00			20251205		
VE	Ventes	113	20251217	411000	Clients	C250	Boulangerie Petit	FV122	20251217	Facture Boulangerie Petit	8160,00				20251217		
VE	Ventes	113	20251217	701000	Ventes de produits finis			FV122	20251217	Facture Boulangerie Petit		6800,00			20251217		
VE	Ventes	113	20251217	445710	TVA collectee			FV122	20251217	Facture Boulangerie Petit		1360,00			20251217		
HA	Achats	114	20251203	601000	Achats matieres premieres			FA12	20251203	Achat matieres Scierie du Val	7140,00				20251203		
HA	Achats	114	20251203	445660	TVA deductible			FA12	20251203	Achat matieres Scierie du Val	1428,00				20251203		
HA	Achats	114	20251203	401000	Fournisseurs	F556	Scierie du Val	FA12	20251203	Achat matieres Scierie du Val		8568,00			20251203		
BQ	Banque	115	20251205	613200	Locations immobilieres			LOY12	20251205	Loyer atelier	1200,00				20251205		
BQ	Banque	115	20251205	512000	Banque			LOY12	20251205	Loyer atelier		1200,00			20251205		
BQ	Banque	116	20251208	606100	Fournitures non stockables			EDF12	20251208	Electricite et telecom	380,00				20251208		
BQ	Banque	116	20251208	626000	Frais postaux et telecom			EDF12	20251208	Electricite et telecom	90,00				20251208		
BQ	Banque	116	20251208	512000	Banque			EDF12	20251208	Electricite et telecom		470,00			20251208		
BQ	Banque	117	20251210	616000	Primes assurances			ASS12	20251210	Assurance pro	260,00				20251210		
BQ	Banque	117	20251210	512000	Banque			ASS12	20251210	Assurance pro		260,00			20251210		
OD	Operations diverses	118	20251228	641100	Remunerations du personnel			SAL12	20251228	Salaires du mois	5200,00				20251228		
OD	Operations diverses	118	20251228	421000	Personnel remunerations dues			SAL12	20251228	Salaires du mois		5200,00			20251228		
BQ	Banque	119	20251228	421000	Personnel remunerations dues			SALV12	20251228	Virement salaires	5200,00				20251228		
BQ	Banque	119	20251228	512000	Banque			SALV12	20251228	Virement salaires		5200,00			20251228		
BQ	Banque	120	20251215	645000	Charges de securite sociale			URS12	20251215	Charges sociales URSSAF	2600,00				20251215		
BQ	Banque	120	20251215	512000	Banque			URS12	20251215	Charges sociales URSSAF		2600,00			20251215		
BQ	Banque	121	20251220	164000	Emprunts etablissements credit			EMP12	20251220	Echeance emprunt	800,00				20251220		
BQ	Banque	121	20251220	661100	Interets des emprunts			EMP12	20251220	Echeance emprunt	70,40				20251220		
BQ	Banque	121	20251220	512000	Banque			EMP12	20251220	Echeance emprunt		870,40			20251220		
BQ	Banque	122	20250212	512000	Banque			ENCFV011	20250212	Encaissement Cabinet Martin	11520,00				20250212		
BQ	Banque	122	20250212	411000	Clients	C965	Cabinet Martin	ENCFV011	20250212	Encaissement Cabinet Martin		11520,00			20250212		
BQ	Banque	123	20250212	512000	Banque			ENCFV012	20250212	Encaissement Dubois SARL	7680,00				20250212		
BQ	Banque	123	20250212	411000	Clients	C650	Dubois SARL	ENCFV012	20250212	Encaissement Dubois SARL		7680,00			20250212		
BQ	Banque	124	20250312	512000	Banque			ENCFV021	20250312	Encaissement Mairie de Vaux	13680,00				20250312		
BQ	Banque	124	20250312	411000	Clients	C588	Mairie de Vaux	ENCFV021	20250312	Encaissement Mairie de Vaux		13680,00			20250312		
BQ	Banque	125	20250312	512000	Banque			ENCFV022	20250312	Encaissement Mairie de Vaux	9120,00				20250312		
BQ	Banque	125	20250312	411000	Clients	C588	Mairie de Vaux	ENCFV022	20250312	Encaissement Mairie de Vaux		9120,00			20250312		
BQ	Banque	126	20250412	512000	Banque			ENCFV031	20250412	Encaissement Cabinet Martin	17280,00				20250412		
BQ	Banque	126	20250412	411000	Clients	C965	Cabinet Martin	ENCFV031	20250412	Encaissement Cabinet Martin		17280,00			20250412		
BQ	Banque	127	20250412	512000	Banque			ENCFV032	20250412	Encaissement Ecole Ste-Marie	11520,00				20250412		
BQ	Banque	127	20250412	411000	Clients	C921	Ecole Ste-Marie	ENCFV032	20250412	Encaissement Ecole Ste-Marie		11520,00			20250412		
BQ	Banque	128	20250512	512000	Banque			ENCFV041	20250512	Encaissement SCI Bellevue	19440,00				20250512		
BQ	Banque	128	20250512	411000	Clients	C185	SCI Bellevue	ENCFV041	20250512	Encaissement SCI Bellevue		19440,00			20250512		
BQ	Banque	129	20250512	512000	Banque			ENCFV042	20250512	Encaissement Boulangerie Petit	12960,00				20250512		
BQ	Banque	129	20250512	411000	Clients	C250	Boulangerie Petit	ENCFV042	20250512	Encaissement Boulangerie Petit		12960,00			20250512		
BQ	Banque	130	20250612	512000	Banque			ENCFV051	20250612	Encaissement Dubois SARL	15840,00				20250612		
BQ	Banque	130	20250612	411000	Clients	C650	Dubois SARL	ENCFV051	20250612	Encaissement Dubois SARL		15840,00			20250612		
BQ	Banque	131	20250612	512000	Banque			ENCFV052	20250612	Encaissement Cabinet Martin	10560,00				20250612		
BQ	Banque	131	20250612	411000	Clients	C965	Cabinet Martin	ENCFV052	20250612	Encaissement Cabinet Martin		10560,00			20250612		
BQ	Banque	132	20250712	512000	Banque			ENCFV061	20250712	Encaissement Mairie de Vaux	12960,00				20250712		
BQ	Banque	132	20250712	411000	Clients	C588	Mairie de Vaux	ENCFV061	20250712	Encaissement Mairie de Vaux		12960,00			20250712		
BQ	Banque	133	20250712	512000	Banque			ENCFV062	20250712	Encaissement Ecole Ste-Marie	8640,00				20250712		
BQ	Banque	133	20250712	411000	Clients	C921	Ecole Ste-Marie	ENCFV062	20250712	Encaissement Ecole Ste-Marie		8640,00			20250712		
BQ	Banque	134	20250812	512000	Banque			ENCFV071	20250812	Encaissement Ecole Ste-Marie	8640,00				20250812		
BQ	Banque	134	20250812	411000	Clients	C921	Ecole Ste-Marie	ENCFV071	20250812	Encaissement Ecole Ste-Marie		8640,00			20250812		
BQ	Banque	135	20250812	512000	Banque			ENCFV072	20250812	Encaissement Mairie de Vaux	5760,00				20250812		
BQ	Banque	135	20250812	411000	Clients	C588	Mairie de Vaux	ENCFV072	20250812	Encaissement Mairie de Vaux		5760,00			20250812		
BQ	Banque	136	20250912	512000	Banque			ENCFV081	20250912	Encaissement Mairie de Vaux	6480,00				20250912		
BQ	Banque	136	20250912	411000	Clients	C588	Mairie de Vaux	ENCFV081	20250912	Encaissement Mairie de Vaux		6480,00			20250912		
BQ	Banque	137	20250912	512000	Banque			ENCFV082	20250912	Encaissement Garage Central	4320,00				20250912		
BQ	Banque	137	20250912	411000	Clients	C616	Garage Central	ENCFV082	20250912	Encaissement Garage Central		4320,00			20250912		
BQ	Banque	138	20251012	512000	Banque			ENCFV091	20251012	Encaissement Dubois SARL	15120,00				20251012		
BQ	Banque	138	20251012	411000	Clients	C650	Dubois SARL	ENCFV091	20251012	Encaissement Dubois SARL		15120,00			20251012		
BQ	Banque	139	20251012	512000	Banque			ENCFV092	20251012	Encaissement Hotel du Parc	10080,00				20251012		
BQ	Banque	139	20251012	411000	Clients	C322	Hotel du Parc	ENCFV092	20251012	Encaissement Hotel du Parc		10080,00			20251012		
BQ	Banque	140	20251112	512000	Banque			ENCFV101	20251112	Encaissement Residence Les Tilleuls	18720,00				20251112		
BQ	Banque	140	20251112	411000	Clients	C525	Residence Les Tilleuls	ENCFV101	20251112	Encaissement Residence Les Tilleuls		18720,00			20251112		
BQ	Banque	141	20251112	512000	Banque			ENCFV102	20251112	Encaissement M. et Mme Leroy	12480,00				20251112		
BQ	Banque	141	20251112	411000	Clients	C684	M. et Mme Leroy	ENCFV102	20251112	Encaissement M. et Mme Leroy		12480,00			20251112		
BQ	Banque	142	20251212	512000	Banque			ENCFV111	20251212	Encaissement Mairie de Vaux	16560,00				20251212		
BQ	Banque	142	20251212	411000	Clients	C588	Mairie de Vaux	ENCFV111	20251212	Encaissement Mairie de Vaux		16560,00			20251212		
BQ	Banque	143	20251212	512000	Banque			ENCFV112	20251212	Encaissement Residence Les Tilleuls	11040,00				20251212		
BQ	Banque	143	20251212	411000	Clients	C525	Residence Les Tilleuls	ENCFV112	20251212	Encaissement Residence Les Tilleuls		11040,00			20251212		
BQ	Banque	144	20250206	401000	Fournisseurs	P509	Peintures Girard	PAYFA01	20250206	Paiement Peintures Girard	8064,00				20250206		
BQ	Banque	144	20250206	512000	Banque			PAYFA01	20250206	Paiement Peintures Girard		8064,00			20250206		
BQ	Banque	145	20250306	401000	Fournisseurs	Q207	Quincaillerie Pro	PAYFA02	20250306	Paiement Quincaillerie Pro	9576,00				20250306		
BQ	Banque	145	20250306	512000	Banque			PAYFA02	20250306	Paiement Quincaillerie Pro		9576,00			20250306		
BQ	Banque	146	20250406	401000	Fournisseurs	F556	Scierie du Val	PAYFA03	20250406	Paiement Scierie du Val	12096,00				20250406		
BQ	Banque	146	20250406	512000	Banque			PAYFA03	20250406	Paiement Scierie du Val		12096,00			20250406		
BQ	Banque	147	20250506	401000	Fournisseurs	F556	Scierie du Val	PAYFA04	20250506	Paiement Scierie du Val	13608,00				20250506		
BQ	Banque	147	20250506	512000	Banque			PAYFA04	20250506	Paiement Scierie du Val		13608,00			20250506		
BQ	Banque	148	20250606	401000	Fournisseurs	Q207	Quincaillerie Pro	PAYFA05	20250606	Paiement Quincaillerie Pro	11088,00				20250606		
BQ	Banque	148	20250606	512000	Banque			PAYFA05	20250606	Paiement Quincaillerie Pro		11088,00			20250606		
BQ	Banque	149	20250706	401000	Fournisseurs	F556	Scierie du Val	PAYFA06	20250706	Paiement Scierie du Val	9072,00				20250706		
BQ	Banque	149	20250706	512000	Banque			PAYFA06	20250706	Paiement Scierie du Val		9072,00			20250706		
BQ	Banque	150	20250806	401000	Fournisseurs	T510	TransportExpress	PAYFA07	20250806	Paiement TransportExpress	6048,00				20250806		
BQ	Banque	150	20250806	512000	Banque			PAYFA07	20250806	Paiement TransportExpress		6048,00			20250806		
BQ	Banque	151	20250906	401000	Fournisseurs	P509	Peintures Girard	PAYFA08	20250906	Paiement Peintures Girard	4536,00				20250906		
BQ	Banque	151	20250906	512000	Banque			PAYFA08	20250906	Paiement Peintures Girard		4536,00			20250906		
BQ	Banque	152	20251006	401000	Fournisseurs	T510	TransportExpress	PAYFA09	20251006	Paiement TransportExpress	10584,00				20251006		
BQ	Banque	152	20251006	512000	Banque			PAYFA09	20251006	Paiement TransportExpress		10584,00			20251006		
BQ	Banque	153	20251106	401000	Fournisseurs	Q207	Quincaillerie Pro	PAYFA10	20251106	Paiement Quincaillerie Pro	13104,00				20251106		
BQ	Banque	153	20251106	512000	Banque			PAYFA10	20251106	Paiement Quincaillerie Pro		13104,00			20251106		
BQ	Banque	154	20251206	401000	Fournisseurs	F556	Scierie du Val	PAYFA11	20251206	Paiement Scierie du Val	11592,00				20251206		
BQ	Banque	154	20251206	512000	Banque			PAYFA11	20251206	Paiement Scierie du Val		11592,00			20251206		
BQ	Banque	155	20251206	401000	Fournisseurs	F556	Scierie du Val	PAYFA12	20251206	Paiement Scierie du Val	8568,00				20251206		
BQ	Banque	155	20251206	512000	Banque			PAYFA12	20251206	Paiement Scierie du Val		8568,00			20251206		
OD	Operations diverses	156	20250420	445510	TVA a decaisser			TVA-T1	20250420	Declaration TVA		6844,00			20250420		
OD	Operations diverses	156	20250420	445710	TVA collectee			TVA-T1	20250420	Declaration TVA	11800,00				20250420		
OD	Operations diverses	156	20250420	445660	TVA deductible			TVA-T1	20250420	Declaration TVA		4956,00			20250420		
BQ	Banque	157	20250425	445510	TVA a decaisser			TVAP-T1	20250425	Paiement TVA	6844,00				20250425		
BQ	Banque	157	20250425	512000	Banque			TVAP-T1	20250425	Paiement TVA		6844,00			20250425		
OD	Operations diverses	158	20250720	445510	TVA a decaisser			TVA-T2	20250720	Declaration TVA		7772,00			20250720		
OD	Operations diverses	158	20250720	445710	TVA collectee			TVA-T2	20250720	Declaration TVA	13400,00				20250720		
OD	Operations diverses	158	20250720	445660	TVA deductible			TVA-T2	20250720	Declaration TVA		5628,00			20250720		
BQ	Banque	159	20250725	445510	TVA a decaisser			TVAP-T2	20250725	Paiement TVA	7772,00				20250725		
BQ	Banque	159	20250725	512000	Banque			TVAP-T2	20250725	Paiement TVA		7772,00			20250725		
OD	Operations diverses	160	20251020	445510	TVA a decaisser			TVA-T3	20251020	Declaration TVA		4872,00			20251020		
OD	Operations diverses	160	20251020	445710	TVA collectee			TVA-T3	20251020	Declaration TVA	8400,00				20251020		
OD	Operations diverses	160	20251020	445660	TVA deductible			TVA-T3	20251020	Declaration TVA		3528,00			20251020		
BQ	Banque	161	20251025	445510	TVA a decaisser			TVAP-T3	20251025	Paiement TVA	4872,00				20251025		
BQ	Banque	161	20251025	512000	Banque			TVAP-T3	20251025	Paiement TVA		4872,00			20251025		
OD	Operations diverses	162	20251220	445510	TVA a decaisser			TVA-T4	20251220	Declaration TVA		7656,00			20251220		
OD	Operations diverses	162	20251220	445710	TVA collectee			TVA-T4	20251220	Declaration TVA	13200,00				20251220		
OD	Operations diverses	162	20251220	445660	TVA deductible			TVA-T4	20251220	Declaration TVA		5544,00			20251220		
BQ	Banque	163	20251225	445510	TVA a decaisser			TVAP-T4	20251225	Paiement TVA	7656,00				20251225		
BQ	Banque	163	20251225	512000	Banque			TVAP-T4	20251225	Paiement TVA		7656,00			20251225		
BQ	Banque	164	20251215	635110	Contribution economique territoriale			CFE2025	20251215	Cotisation fonciere entreprises	1350,00				20251215		
BQ	Banque	164	20251215	512000	Banque			CFE2025	20251215	Cotisation fonciere entreprises		1350,00			20251215		
